starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	8
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	7
Tue Nov 22 14:47:45 2016	1479822465	1	8	9	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	9	8
Tue Nov 22 14:47:45 2016	1479822465	2	7	9	7
Tue Nov 22 14:48:03 2016	1479822483	1	8	9	7
Tue Nov 22 14:48:01 2016	1479822481	2	8	9	8
Tue Nov 22 14:48:03 2016	1479822483	0	9	9	9
Tue Nov 22 14:48:03 2016	1479822483	0	9	9	9
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	7
Tue Nov 22 14:48:04 2016	1479822484	2	8	9	8
Tue Nov 22 14:48:04 2016	1479822484	1	9	9	9
Tue Nov 22 14:48:03 2016	1479822483	1	9	9	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	9	9
Tue Nov 22 14:48:03 2016	1479822483	2	8	9	7
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	6
Tue Nov 22 14:48:00 2016	1479822480	2	7	9	6
Tue Nov 22 14:47:59 2016	1479822479	1	8	9	8
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	8
Tue Nov 22 14:48:01 2016	1479822481	1	8	9	8
Tue Nov 22 14:47:41 2016	1479822461	1	8	10	7
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:48:04 2016	1479822484	1	9	10	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	8
Tue Nov 22 14:48:02 2016	1479822482	1	8	10	8
Tue Nov 22 14:48:01 2016	1479822481	2	8	10	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	8
Tue Nov 22 14:48:04 2016	1479822484	1	9	10	7
Tue Nov 22 14:48:01 2016	1479822481	2	7	10	7
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	7
Tue Nov 22 14:48:03 2016	1479822483	0	9	10	8
Tue Nov 22 14:48:01 2016	1479822481	2	8	10	8
Tue Nov 22 14:48:00 2016	1479822480	2	8	10	6
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	8
Tue Nov 22 14:48:04 2016	1479822484	1	9	10	9
Tue Nov 22 14:47:38 2016	1479822458	1	9	10	7
Tue Nov 22 14:48:03 2016	1479822483	0	9	10	8
Tue Nov 22 14:47:59 2016	1479822479	1	9	10	8
Tue Nov 22 14:47:59 2016	1479822479	3	7	10	6
Tue Nov 22 14:48:04 2016	1479822484	1	9	10	9
Tue Nov 22 14:47:39 2016	1479822459	1	9	10	8
Tue Nov 22 14:47:58 2016	1479822478	1	9	10	8
Tue Nov 22 14:47:44 2016	1479822464	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	8	10	8
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:48:02 2016	1479822482	1	9	10	7
Tue Nov 22 14:47:42 2016	1479822462	3	7	10	6
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	8
Tue Nov 22 14:48:02 2016	1479822482	3	7	10	5
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	7
Tue Nov 22 14:48:02 2016	1479822482	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	7
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	8
Tue Nov 22 14:47:40 2016	1479822460	2	8	10	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	7
Tue Nov 22 14:47:59 2016	1479822479	3	8	10	7
Tue Nov 22 14:48:03 2016	1479822483	3	7	10	7
Tue Nov 22 14:48:04 2016	1479822484	0	10	10	8
Tue Nov 22 14:48:02 2016	1479822482	1	9	10	6
Tue Nov 22 14:47:37 2016	1479822457	1	9	10	9
Tue Nov 22 14:48:02 2016	1479822482	1	9	10	8
Tue Nov 22 14:47:42 2016	1479822462	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	2	8	10	8
Tue Nov 22 14:47:59 2016	1479822479	1	9	10	7
Tue Nov 22 14:47:43 2016	1479822463	2	9	10	8
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	8
Tue Nov 22 14:48:00 2016	1479822480	1	9	10	9
Tue Nov 22 14:47:39 2016	1479822459	1	9	10	6
Tue Nov 22 14:48:02 2016	1479822482	1	10	10	5
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:48:02 2016	1479822482	1	10	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	10	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	2	9	10	8
Tue Nov 22 14:47:36 2016	1479822456	2	9	10	8
Tue Nov 22 14:48:02 2016	1479822482	1	10	10	8
Tue Nov 22 14:47:59 2016	1479822479	1	9	10	9
Tue Nov 22 14:48:03 2016	1479822483	3	7	10	5
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:47:43 2016	1479822463	2	8	10	7
Tue Nov 22 14:48:03 2016	1479822483	1	10	10	9
Tue Nov 22 14:48:03 2016	1479822483	0	10	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	10	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	10	10	9
Tue Nov 22 14:47:42 2016	1479822462	1	9	10	9
Tue Nov 22 14:48:00 2016	1479822480	1	9	10	8
Tue Nov 22 14:48:03 2016	1479822483	3	7	10	7
Tue Nov 22 14:48:01 2016	1479822481	2	9	10	8
Tue Nov 22 14:48:01 2016	1479822481	1	9	10	9
Tue Nov 22 14:47:36 2016	1479822456	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	10	9
Tue Nov 22 14:48:02 2016	1479822482	1	10	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	10	10
Tue Nov 22 14:48:01 2016	1479822481	2	9	10	7
Tue Nov 22 14:48:01 2016	1479822481	1	10	10	10
Tue Nov 22 14:48:01 2016	1479822481	2	9	10	8
Tue Nov 22 14:48:04 2016	1479822484	1	10	10	8
Tue Nov 22 14:47:42 2016	1479822462	1	9	10	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	7
Tue Nov 22 14:48:00 2016	1479822480	1	10	10	10
Tue Nov 22 14:47:37 2016	1479822457	1	9	10	9
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	6
Tue Nov 22 14:48:01 2016	1479822481	1	10	10	10
Tue Nov 22 14:48:03 2016	1479822483	1	9	10	9
Tue Nov 22 14:48:02 2016	1479822482	2	9	11	8
Tue Nov 22 14:47:37 2016	1479822457	2	8	11	8
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	8
Tue Nov 22 14:47:59 2016	1479822479	2	8	11	7
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	6
Tue Nov 22 14:47:43 2016	1479822463	1	9	11	6
Tue Nov 22 14:48:03 2016	1479822483	1	9	11	8
Tue Nov 22 14:48:04 2016	1479822484	1	10	11	9
Tue Nov 22 14:47:39 2016	1479822459	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	10
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	1	9	11	7
Tue Nov 22 14:47:45 2016	1479822465	4	7	11	5
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	10
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	10
Tue Nov 22 14:48:01 2016	1479822481	2	9	11	8
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	8
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	9
Tue Nov 22 14:48:04 2016	1479822484	2	9	11	9
Tue Nov 22 14:47:59 2016	1479822479	1	9	11	9
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	8
Tue Nov 22 14:47:45 2016	1479822465	3	8	11	7
Tue Nov 22 14:47:36 2016	1479822456	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	9
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	3	8	11	7
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	10
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	7
Tue Nov 22 14:47:44 2016	1479822464	1	10	11	8
Tue Nov 22 14:47:43 2016	1479822463	1	10	11	10
Tue Nov 22 14:48:01 2016	1479822481	3	8	11	8
Tue Nov 22 14:48:02 2016	1479822482	4	7	11	7
Tue Nov 22 14:47:36 2016	1479822456	1	10	11	8
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	7
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	8
Tue Nov 22 14:47:36 2016	1479822456	2	9	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	8
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	10
Tue Nov 22 14:47:44 2016	1479822464	3	8	11	8
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	10
Tue Nov 22 14:48:03 2016	1479822483	4	7	11	7
Tue Nov 22 14:47:43 2016	1479822463	1	10	11	9
Tue Nov 22 14:48:04 2016	1479822484	2	9	11	9
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	6
Tue Nov 22 14:47:42 2016	1479822462	1	10	11	9
Tue Nov 22 14:47:37 2016	1479822457	3	8	11	8
Tue Nov 22 14:47:59 2016	1479822479	1	10	11	8
Tue Nov 22 14:47:39 2016	1479822459	1	10	11	7
Tue Nov 22 14:47:37 2016	1479822457	2	9	11	8
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	10
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	9
Tue Nov 22 14:48:04 2016	1479822484	1	10	11	9
Tue Nov 22 14:47:45 2016	1479822465	1	10	11	10
Tue Nov 22 14:47:58 2016	1479822478	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	3	8	11	7
Tue Nov 22 14:48:00 2016	1479822480	3	8	11	8
Tue Nov 22 14:47:39 2016	1479822459	1	10	11	10
Tue Nov 22 14:48:01 2016	1479822481	3	8	11	7
Tue Nov 22 14:47:59 2016	1479822479	4	7	11	7
Tue Nov 22 14:48:02 2016	1479822482	1	11	11	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	7
Tue Nov 22 14:47:38 2016	1479822458	1	10	11	10
Tue Nov 22 14:48:03 2016	1479822483	1	11	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	8
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	8
Tue Nov 22 14:47:44 2016	1479822464	4	8	11	8
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	8
Tue Nov 22 14:48:01 2016	1479822481	2	9	11	9
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	8
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	8
Tue Nov 22 14:47:59 2016	1479822479	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	8
Tue Nov 22 14:48:03 2016	1479822483	3	8	11	5
Tue Nov 22 14:48:03 2016	1479822483	2	10	11	8
Tue Nov 22 14:48:01 2016	1479822481	2	10	11	10
Tue Nov 22 14:48:03 2016	1479822483	2	10	11	9
Tue Nov 22 14:48:00 2016	1479822480	1	10	11	10
Tue Nov 22 14:48:02 2016	1479822482	3	8	11	7
Tue Nov 22 14:48:04 2016	1479822484	2	9	11	9
Tue Nov 22 14:48:01 2016	1479822481	1	11	11	8
Tue Nov 22 14:48:03 2016	1479822483	1	10	11	10
Tue Nov 22 14:48:01 2016	1479822481	2	9	11	8
Tue Nov 22 14:47:45 2016	1479822465	1	10	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	9
Tue Nov 22 14:47:59 2016	1479822479	1	10	11	5
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	8
Tue Nov 22 14:48:03 2016	1479822483	1	11	11	6
Tue Nov 22 14:47:36 2016	1479822456	2	9	11	9
Tue Nov 22 14:48:03 2016	1479822483	1	11	11	10
Tue Nov 22 14:48:00 2016	1479822480	5	7	11	7
Tue Nov 22 14:48:02 2016	1479822482	1	10	11	8
Tue Nov 22 14:48:01 2016	1479822481	2	9	11	9
Tue Nov 22 14:47:41 2016	1479822461	2	9	11	9
Tue Nov 22 14:47:59 2016	1479822479	2	9	11	9
Tue Nov 22 14:48:03 2016	1479822483	2	9	11	9
Tue Nov 22 14:48:03 2016	1479822483	1	11	11	11
Tue Nov 22 14:47:44 2016	1479822464	2	10	11	10
Tue Nov 22 14:47:41 2016	1479822461	1	10	11	9
Tue Nov 22 14:48:04 2016	1479822484	0	11	11	10
Tue Nov 22 14:47:59 2016	1479822479	1	10	11	10
Tue Nov 22 14:47:45 2016	1479822465	1	10	11	8
Tue Nov 22 14:48:01 2016	1479822481	2	9	11	8
Tue Nov 22 14:48:01 2016	1479822481	1	10	11	9
Tue Nov 22 14:47:59 2016	1479822479	2	9	11	8
Tue Nov 22 14:47:37 2016	1479822457	2	10	11	9
Tue Nov 22 14:48:01 2016	1479822481	3	8	11	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	11	7
Tue Nov 22 14:48:04 2016	1479822484	1	11	11	11
Tue Nov 22 14:48:04 2016	1479822484	1	11	11	9
Tue Nov 22 14:48:01 2016	1479822481	1	10	12	10
Tue Nov 22 14:48:01 2016	1479822481	1	10	12	10
Tue Nov 22 14:48:00 2016	1479822480	3	8	12	8
Tue Nov 22 14:48:01 2016	1479822481	3	8	12	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	7
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	9
Tue Nov 22 14:48:02 2016	1479822482	1	10	12	9
Tue Nov 22 14:47:59 2016	1479822479	2	9	12	9
Tue Nov 22 14:47:43 2016	1479822463	5	7	12	7
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	11
Tue Nov 22 14:47:59 2016	1479822479	5	7	12	7
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	6
Tue Nov 22 14:47:59 2016	1479822479	3	8	12	8
Tue Nov 22 14:47:43 2016	1479822463	3	9	12	9
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	0	11	12	8
Tue Nov 22 14:47:43 2016	1479822463	1	10	12	10
Tue Nov 22 14:48:02 2016	1479822482	2	10	12	8
Tue Nov 22 14:47:44 2016	1479822464	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	8
Tue Nov 22 14:48:02 2016	1479822482	2	10	12	8
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	6
Tue Nov 22 14:47:37 2016	1479822457	3	9	12	9
Tue Nov 22 14:47:58 2016	1479822478	2	10	12	10
Tue Nov 22 14:48:02 2016	1479822482	2	9	12	7
Tue Nov 22 14:47:39 2016	1479822459	4	8	12	8
Tue Nov 22 14:47:42 2016	1479822462	1	11	12	9
Tue Nov 22 14:47:42 2016	1479822462	1	11	12	11
Tue Nov 22 14:47:37 2016	1479822457	4	8	12	8
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	9
Tue Nov 22 14:48:04 2016	1479822484	2	9	12	7
Tue Nov 22 14:47:59 2016	1479822479	1	10	12	7
Tue Nov 22 14:47:45 2016	1479822465	4	8	12	8
Tue Nov 22 14:47:38 2016	1479822458	2	10	12	9
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	0	11	12	11
Tue Nov 22 14:48:01 2016	1479822481	3	8	12	8
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	8
Tue Nov 22 14:47:59 2016	1479822479	4	8	12	7
Tue Nov 22 14:48:01 2016	1479822481	3	9	12	7
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	8
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	9
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	11
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	11
Tue Nov 22 14:47:41 2016	1479822461	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	7
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	9
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	10
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	7
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	7
Tue Nov 22 14:47:44 2016	1479822464	3	9	12	8
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	9
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	10
Tue Nov 22 14:47:59 2016	1479822479	4	8	12	8
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	10
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	6
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:47:42 2016	1479822462	4	8	12	7
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	0	12	12	11
Tue Nov 22 14:47:43 2016	1479822463	2	10	12	10
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	10
Tue Nov 22 14:47:59 2016	1479822479	3	9	12	8
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	10
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	2	10	12	10
Tue Nov 22 14:47:58 2016	1479822478	2	10	12	10
Tue Nov 22 14:47:38 2016	1479822458	1	11	12	9
Tue Nov 22 14:47:39 2016	1479822459	1	11	12	10
Tue Nov 22 14:48:04 2016	1479822484	0	12	12	11
Tue Nov 22 14:47:38 2016	1479822458	4	8	12	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	1	12	12	10
Tue Nov 22 14:47:40 2016	1479822460	3	9	12	9
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	10
Tue Nov 22 14:47:43 2016	1479822463	1	11	12	10
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	0	12	12	9
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	9
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	11
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	8
Tue Nov 22 14:47:45 2016	1479822465	4	8	12	8
Tue Nov 22 14:47:44 2016	1479822464	1	11	12	9
Tue Nov 22 14:47:59 2016	1479822479	3	9	12	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	11
Tue Nov 22 14:47:41 2016	1479822461	1	11	12	10
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	2	11	12	10
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	9
Tue Nov 22 14:47:38 2016	1479822458	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	8
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	10
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:47:44 2016	1479822464	3	9	12	7
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	10
Tue Nov 22 14:48:04 2016	1479822484	1	12	12	11
Tue Nov 22 14:47:41 2016	1479822461	4	8	12	7
Tue Nov 22 14:48:03 2016	1479822483	2	10	12	7
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	8
Tue Nov 22 14:47:38 2016	1479822458	5	8	12	7
Tue Nov 22 14:47:37 2016	1479822457	1	11	12	10
Tue Nov 22 14:47:40 2016	1479822460	1	11	12	11
Tue Nov 22 14:48:01 2016	1479822481	2	10	12	8
Tue Nov 22 14:48:00 2016	1479822480	4	8	12	8
Tue Nov 22 14:47:45 2016	1479822465	1	11	12	11
Tue Nov 22 14:47:59 2016	1479822479	4	8	12	7
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	10
Tue Nov 22 14:47:44 2016	1479822464	5	8	12	7
Tue Nov 22 14:48:00 2016	1479822480	2	10	12	10
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	6
Tue Nov 22 14:48:04 2016	1479822484	1	11	12	7
Tue Nov 22 14:47:36 2016	1479822456	2	10	12	10
Tue Nov 22 14:47:41 2016	1479822461	3	9	12	9
Tue Nov 22 14:47:36 2016	1479822456	3	10	12	9
Tue Nov 22 14:47:36 2016	1479822456	3	10	12	10
Tue Nov 22 14:47:44 2016	1479822464	1	11	12	11
Tue Nov 22 14:47:39 2016	1479822459	1	11	12	9
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	7
Tue Nov 22 14:48:01 2016	1479822481	4	9	12	6
Tue Nov 22 14:48:00 2016	1479822480	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	1	12	12	12
Tue Nov 22 14:48:00 2016	1479822480	2	10	12	10
Tue Nov 22 14:48:03 2016	1479822483	3	10	12	8
Tue Nov 22 14:47:58 2016	1479822478	2	11	12	11
Tue Nov 22 14:48:03 2016	1479822483	0	12	12	9
Tue Nov 22 14:48:00 2016	1479822480	2	10	12	10
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	11
Tue Nov 22 14:48:04 2016	1479822484	2	10	12	10
Tue Nov 22 14:47:45 2016	1479822465	3	9	12	9
Tue Nov 22 14:48:01 2016	1479822481	3	10	12	9
Tue Nov 22 14:47:45 2016	1479822465	3	9	12	9
Tue Nov 22 14:47:38 2016	1479822458	2	10	12	10
Tue Nov 22 14:48:01 2016	1479822481	3	9	12	8
Tue Nov 22 14:48:01 2016	1479822481	1	11	12	9
Tue Nov 22 14:48:00 2016	1479822480	2	10	12	9
Tue Nov 22 14:47:59 2016	1479822479	1	11	12	10
Tue Nov 22 14:47:43 2016	1479822463	4	8	12	8
Tue Nov 22 14:48:03 2016	1479822483	1	11	12	8
Tue Nov 22 14:47:59 2016	1479822479	1	11	12	9
Tue Nov 22 14:48:01 2016	1479822481	1	12	12	12
Tue Nov 22 14:48:03 2016	1479822483	1	12	12	12
Tue Nov 22 14:47:44 2016	1479822464	5	7	12	7
Tue Nov 22 14:47:38 2016	1479822458	4	9	12	9
Tue Nov 22 14:47:41 2016	1479822461	1	11	12	8
Tue Nov 22 14:48:02 2016	1479822482	1	11	12	10
Tue Nov 22 14:48:03 2016	1479822483	3	9	12	9
